"","mz","rt","GD_022_matrix_RPN_RRHD_B1.mzML","GD_023_matrix_RPN_RRHD_B1.mzML","GD_025_matrix_RPN_RRHD_B1.mzML","GD_027_matrix_RPN_RRHD_B1.mzML","GD_029_matrix_RPN_RRHD_B1.mzML","GD_020_NIST_RPN_RRHD_B1.mzML","GD_021_NIST_RPN_RRHD_B1.mzML","GD_024_NIST_RPN_RRHD_B1.mzML","GD_026_NIST_RPN_RRHD_B1.mzML","GD_028_NIST_RPN_RRHD_B1.mzML"
"group","mz","rt","matrix","matrix","matrix","matrix","matrix","nist","nist","nist","nist","nist"
"M789.3669T313.8","789.366935553717","313.785","0","0","0","0","0","9594.94135742194","9507.52191376662","8745.83469095863","8741.78443567204","8046.92563711811"
"M789.5057T671.1","789.505712217126","671.088592529297","0","0","228.728695500318","148.802192498801","141.119857886558","13012.0791908125","14901.1754563298","14675.1285333802","12774.4591345643","6840.47926374707"
"M789.5273T647.4","789.527349831698","647.431274414062","0","358.658701793394","139.588865765888","0","0","32204.2391428913","50623.4886742546","48777.988054598","48432.3395814522","48845.7620233152"
"M789.5469T683.2","789.546947963009","683.221801757812","0","0","0","245.696102627489","0","138695.789317057","141106.784309377","137428.054598307","141392.563567269","135811.160074526"
"M789.584T726.9","789.583991415781","726.898193359375","189.128876598554","0","333.10043892141","133.814105469134","0","59749.8904397094","55739.9679766544","58174.3758398768","58288.9492961125","53453.5132285561"
"M789.6067T719","789.606665898803","719.01199999998","0","0","0","0","0","11686.3727423297","23082.5767302077","14585.8660379192","14412.5042094693","17609.7808519671"
"M789.9446T355.6","789.944604793656","355.607192993164","12496.500979062","12637.6633916765","11147.746617746","9628.61353057906","10883.8613215327","9160.04769787585","10541.6741834348","10362.2353230093","10907.9425996236","10834.6209806785"
"M790.4633T605","790.463306861196","604.96399999998","0","168.966740475136","0","0","0","10219.5478237735","10591.8449325072","10202.4764489135","9996.03002970713","11636.0130841121"
"M790.5025T670.5","790.502483151555","670.482055664062","181.063841991089","0","235.712186104913","0","0","13805.8499962979","14562.5474375277","10701.5609519586","12394.2161452815","10116.2669280467"
"M790.516T678.4","790.516010267976","678.368225097656","1472.90478372839","1581.9754074822","1377.71414575883","920.225168249498","2001.09995603418","52710.0020105487","55461.5807572373","49871.6724366338","59080.6538233722","57394.8739433715"
"M790.539T723.9","790.539000750206","723.863952636719","0","0","0","0","0","63391.5921912085","64950.6352094762","64740.1865240136","62184.0377040008","60267.7461165418"
"M790.5582T701.4","790.558226281995","701.41999999998","0","164.576016600922","0","142.242541134642","0","75009.6106078472","75998.725350509","76031.1095270515","79298.7998255651","74637.3887627837"
"M790.5948T728.7","790.594757490134","728.718","138.257902105381","0","0","628.172783837188","0","239674.561437156","236783.993695313","236350.549631804","235685.390100205","237704.779710936"
"M790.6011T785.1","790.601138433687","785.132629394531","0","0","0","0","0","20580.818137317","16784.5749175776","17281.1338587867","15339.4987831811","17533.8980668214"
"M791.4641T648","791.464090911447","648.036743164062","137.411840436332","0","0","0","0","29874.4193896168","31194.59160655","30400.5719064121","31242.4854642333","30346.9838873563"
"M791.5218T679","791.521816539913","678.97607421875","1789.36437443352","1556.15479427188","926.378464814586","1088.67291424843","1384.28011027529","38512.9719121407","56108.9711238053","35915.6287801754","34021.1947925263","31594.0298515138"
"M791.5412T723.3","791.541159284343","723.259033203125","0","0","183.710621811306","0","0","33123.451202654","31198.146531964","29170.5367230004","27883.4329253727","30759.9541693648"
"M791.562T701.4","791.561961097021","701.41999999998","0","0","0","0","0","36175.1369726034","34359.8042068423","40331.4679750881","36568.8678887655","35307.2563939306"
"M791.5985T728.7","791.598487600603","728.718","0","0","363.079031657682","0","0","113557.249680204","114422.052657006","110671.135774795","112619.364536228","109379.818830346"
"M792.2908T468.5","792.290751036121","468.474151611328","144.337043039407","202.473700601995","0","225.970239333217","0","14266.6351380441","16065.9928665652","13879.5650624268","16590.4436754866","14021.389356372"
"M792.3692T594.7","792.369233482463","594.651550292969","188.985247951958","426.084795642101","203.486143262742","202.824304384926","218.113977734966","13020.5412674561","11300.5357030732","13377.6050991656","13802.4263420287","13730.2303987748"
"M792.4661T646.8","792.466149535384","646.824157714844","0","136.760048624671","250.423910406573","0","0","15876.9376258199","14038.9613313199","14157.1772207467","13686.3641157442","12764.4004558958"
"M792.4853T455.7","792.48529526572","455.735290527344","0","0","0","0","0","14089.5050559303","14255.8809268703","19060.596297884","21413.1344017581","12364.537336908"
"M792.531T696.6","792.530983297491","696.567130371094","607.687406335088","0","493.179532031342","331.213022167236","2659.12356432313","164226.186442685","183907.179385202","170740.103270529","172761.99348791","178308.313787481"
"M792.5809T775.4","792.580873126848","775.427001953125","0","0","0","0","0","57936.6868248237","54995.9698672351","49704.1777360461","48927.796983179","55873.2869153909"
"M792.6172T797.3","792.617155942385","797.264862060547","0","0","0","0","0","16943.2885442766","16278.2806826609","14664.995567139","15647.0172241369","13797.8350165532"
"M793.166T648","793.166030468253","648.036804199219","18937.0460717266","13874.3830624689","19217.6550867399","18301.1521185729","19241.0296798078","16146.1012849008","31647.687566993","61983.8055897507","67033.7715949862","44811.3323020242"
"M793.3718T594","793.371816641801","594.045532226562","606.941177111715","557.637917324305","160.97932682313","0","0","7134.78965068053","7991.89639986759","10085.6817872794","8215.95181524373","10307.192032727"
"M793.5336T696.6","793.533577678866","696.566162109375","2013.40339786672","736.740985981808","1502.97876804655","342.16705550645","607.813668834993","95235.8910453135","100008.419773142","96070.3072848633","96968.7618428491","60065.6975145425"
"M793.5837T775.4","793.58370628069","775.427062988281","0","0","0","0","0","37934.7368608115","33466.7698603931","31381.5815301271","29252.7110281586","34593.3770952647"
"M793.5965T731.1","793.596535577746","731.145202636719","0","0","0","0","0","30227.9319581603","24218.4682040899","24306.2614010332","22303.1097333068","22880.4016276429"
"M793.6197T796.7","793.619651415759","796.658996582031","0","0","0","0","259.799819258042","9893.131259391","9919.49320487764","9566.03956336885","7727.47650388498","9646.61914699932"
"M794.167T648","794.166983730232","648.03700000002","14213.8428193655","13821.2218817032","12947.3758146581","14061.0443534799","13682.2702730013","11754.5144117215","23853.0072997215","42978.5683174787","49507.8556703193","29967.2883946872"
"M794.5299T696.6","794.529943287215","696.567","756.580013629938","274.523006247888","712.826327077265","276.907523285256","1755.30217839052","79090.9890100939","84491.6814533242","79751.9249032033","80020.736034384","81904.474352274"
"M794.5457T713.6","794.54571563317","713.55199999998","0","0","0","207.312251358138","366.717074652016","186295.491202699","189868.275567774","180071.89101974","185233.261841007","185314.153019567"
"M794.5848T775.4","794.584836099797","775.427062988281","0","0","236.574275293127","0","0","12087.2743609269","15311.6561984644","14004.8775162469","10592.2358034609","14510.089841175"
"M794.5904T538.2","794.590377115905","538.235961914062","0","0","161.193382174708","0","0","11399.0168115417","10785.2972859258","10657.9564598084","10530.7629291177","11435.7384632098"
"M794.5963T787","794.596257229415","786.952728271484","3299.09923879786","3957.44582675956","3778.27289662475","1613.89236131124","3399.92795529702","65587.5104558794","57978.6751910621","66038.4907882884","67197.0323689593","58517.5179008055"
"M795.1301T552.2","795.130122577184","552.187927246094","581.139031742732","367.549572641431","709.55976127936","517.373330484624","223.051538131743","13971.9245773508","14371.7590707599","13890.7166819648","13650.0540887381","12434.0161835759"
"M795.1648T647.4","795.164785374442","647.431274414062","14379.2487499989","16677.1556388577","16178.9791905048","16236.0771879153","12872.7407246515","12920.6158437782","28586.1515778754","55397.4846769789","61004.8114034388","39379.0741068662"
"M795.351T629.8","795.351040246374","629.838195800781","0","412.972316799783","0","0","0","6281.20427110429","10646.1705799961","6714.13741496858","8251.37291655439","9519.72964927303"
"M795.531T696.6","795.531029375174","696.567016601562","481.650393248205","0","0","270.863361185999","335.744326762074","33593.050101077","30500.9329772497","32018.1362933689","19625.604156699","33205.559961929"
"M795.5488T713.6","795.548772917036","713.55199999998","490.510428667068","293.357842546599","278.065839426592","275.757704017491","0","90941.4361978637","92366.2818505555","88226.3459570904","90441.0625758496","87116.0596070598"
"M795.599T787","795.599018098246","786.952911376953","2326.88095269616","1402.09324601732","845.657196766275","3595.52730491887","1221.4481817973","38633.0539143744","38830.5907509079","41748.8778153193","39417.038298363","35798.6020242451"
"M795.9516T480.6","795.951591527215","480.606262207031","272461.692220631","264918.664546874","246029.649033472","240636.474108114","226333.517782382","274343.039433216","262064.039263497","250524.280630645","232531.335559132","223817.902424665"
"M796.1644T648","796.164383200326","648.036804199219","11020.8111077429","10413.4826187723","9677.91466131532","10727.9152554599","10159.1112826861","7844.33782226588","16139.3483225939","32107.6427101863","33985.3347478736","23502.612956965"
"M796.5126T654.7","796.51263492033","654.710327148438","292.883386431883","0","0","134.902973557443","338.85155035307","36853.7847178592","33763.1099019655","37278.1756043372","34196.6436007884","35989.2667272465"
"M796.5457T713.6","796.545686312414","713.55199999998","192.923313300242","0","129.183458522544","0","0","77060.173019864","81661.0698906855","80061.9968745977","78840.2899842977","81186.1474591796"
"M797.1433T602.5","797.143321022758","602.538146972656","947.523209197704","556.727279698476","437.784075140394","719.928660651701","703.704526394854","3382.78858332824","6918.69332546418","14679.6752174556","18484.3085348931","9819.23077319765"
"M797.1632T648","797.163195661682","648.036804199219","3574.84539107647","5032.5806453477","6447.52087308303","4726.83945951292","5862.2134650929","5560.10588258874","10594.5431806824","20271.1159914711","21361.7230404784","14522.7479890054"
"M797.5154T655.9","797.515361160206","655.923","0","263.775826734491","0","0","224.706982809585","41877.1111700337","34379.4517974306","35044.5720571555","35094.6777757592","35927.4915428395"
"M797.5468T713.6","797.546784511821","713.551940917969","161.528108258738","520.515447624441","194.664708387963","133.993209728507","0","33266.0988416362","30917.8406010346","31148.410340839","33038.5572435308","30904.6801853589"
"M797.577T674.7","797.577043766663","674.728515625","0","0","0","0","0","26240.9180342232","26716.9524262743","27043.9184973473","25481.5763908177","24337.3889737793"
"M798.5284T670.5","798.528378624511","670.482849121094","0","0","0","150.539153588472","0","649753.163308611","629213.461334833","617031.869485482","615287.629826366","619881.18918662"
"M799.1398T619.5","799.139828685332","619.524169921875","18748.2094288068","15828.4231535659","12078.3839399914","12783.3543905376","15675.0100459752","7204.88303077701","15613.8815433004","22578.2464561525","24791.3830323869","15669.1831762023"
"M799.5314T670.5","799.531383773","670.482849121094","0","0","0","0","0","323801.744241568","314880.563901467","308446.30732569","308401.78940376","311865.669189351"
"M799.5953T691.7","799.595295713867","691.713989257812","0","0","0","0","0","38493.788333972","38240.0984758877","36826.6885729771","37814.9655021161","37273.2819106588"
"M800.5443T680.8","800.544300406973","680.79499999998","3340.35019841243","2266.33693591413","4178.56094851843","5312.13688528651","6769.25842677063","2808257.6648028","2874325.01018357","2821075.1424239","2767701.05664546","2871613.79407632"
"M800.5739T373.2","800.573920924303","373.233","166.173377997788","0","0","0","0","7452.57853733574","7337.06013997393","6326.62397260729","5678.68673290781","6547.27809793065"
"M800.5773T718.4","800.577325112037","718.406158447266","0","0","0","0","0","13337.8791901984","14753.35281604","11313.2316380358","13307.1546856127","5046.00696950457"
"M800.623T738.4","800.623008317153","738.424133300781","0","0","371.525675903012","230.286506139359","0","10791.4721645874","10476.9155613308","10509.5212353651","10682.8935677825","11349.6028798291"
"M800.9403T383.5","800.940252085685","383.545959472656","4859.85154336148","5247.12484379419","8969.69621133184","7001.13390714877","5506.91708681113","6356.92929536034","2688.72854882068","7500.15801156003","4443.69367626889","3984.5911754168"
"M801.5366T663.2","801.536612954029","663.202697753906","431.727488975983","143.174315302683","597.745173503589","356.053193583548","0","199265.15628575","204742.893016059","206251.575918565","201540.595699581","206841.512523422"
"M801.5475T680.8","801.547463221962","680.794982910156","1058.4665365278","144.324481358605","905.676936292653","954.292012740074","1569.93959285319","1322440.0374293","1311822.55651426","1274684.63516612","1254920.67257977","1304386.58565244"
"M801.611T712.9","801.610970072294","712.94599999998","0","336.886677028332","285.240449177221","0","0","167102.218670565","172619.39158879","165156.444896282","167674.724212025","166066.672119931"
"M802.2444T503.7","802.244392474716","503.659057617188","349.109049917313","484.539192293558","0","426.121197978998","0","72304.2551206485","74238.2116085485","68202.2305634214","75210.8823372729","70233.1810652669"
"M802.4681T478.8","802.468081004704","478.787811279297","0","0","0","0","0","39815.7131287356","39846.2340663272","71791.1997872711","71257.8341077112","34630.7493821729"
"M802.5499T680.8","802.549912294028","680.794991455068","0","666.607484182219","0","0","0","351125.197108618","393121.937341914","354586.851454394","345944.5988882","348821.13874701"
"M803.195T647.4","803.194984266679","647.431274414062","29334.9256452024","33419.1580452646","34995.6472590094","33320.2896455005","33750.8760227611","35139.5873769285","63648.5790550725","128019.336284698","154836.805063235","90918.4500496057"
"M803.1951T650.7","803.195097502586","650.662780761719","34062.4920099781","33993.4238161405","34142.2751839968","32476.558392986","34145.861733311","26133.6157991697","49994.0647000735","109743.402737262","126560.768005382","69092.2624030441"
"M803.4716T478.8","803.471561455919","478.787994384766","0","0","0","0","0","20502.7587989318","18666.3536792909","33320.2678110795","35675.6380520071","18309.5316694106"
"M803.5082T656.5","803.508169716612","656.53000000002","0","0","0","0","0","44909.7525566016","48458.9426736802","48839.6272841625","46790.3869229328","50150.3391118655"
"M803.5644T696.6","803.564416961795","696.567260742188","15433.377109024","2366.55118370326","5581.1281524781","10242.7541351598","12842.8505807994","4539844.45508036","4537545.17041163","4416421.39948472","4471586.8332114","4545211.07254507"
"M803.6271T731.8","803.627103707073","731.7509765625","361.798769145556","0","240.132332555432","0","0","474422.625506501","470313.493738967","455752.527540658","449473.766298619","467119.20566913"
"M804.196T650.7","804.196032856805","650.664916992188","26037.7608346514","25274.306291543","24654.3286195958","25415.0231419578","25550.6144462404","17231.4280642847","36400.6628250225","83309.2111442043","91468.3305859007","48953.4573437582"
"M804.1961T647.4","804.196137416291","647.431274414062","21795.6064869789","23053.3502456406","18646.2153361738","24684.0341942688","20626.7969535012","24227.5007629933","46618.9264873126","98833.6253298939","115725.121490923","65196.9059276284"
"M804.2602T534","804.260228460318","533.989990234375","0","504.563142962621","0","265.240047886702","536.074087747838","76982.1860301285","75863.5291016383","71649.7638050947","71886.2216982674","69698.0823617864"
"M804.4847T455.7","804.48467350918","455.735107421875","0","270.211342123369","0","154.929372447334","0","255539.398193596","246771.032094851","398496.55114145","387442.195694402","231690.745445472"
"M804.5137T656.5","804.513728705838","656.53000000002","0","0","146.307484351522","0","0","27924.5934888575","30268.776140921","24673.3122802541","27990.4962299078","27639.1038130068"
"M804.5662T696.6","804.566182158816","696.567008300781","1935.57908408444","808.324475338915","3516.46734534487","2021.0387985162","2428.71621032409","1222361.59141602","1216693.0231664","1203312.85902718","1212448.4401258","1205533.12780601"
"M804.5764T712.9","804.576373734417","712.946228027344","4266.19065408129","422.021500501782","7674.50936316466","3939.96883433685","3315.43752802303","6724888.51954925","6719916.53822957","6579010.92324515","6659326.91212694","6654870.10089842"
"M804.5797T768.8","804.579739248012","768.75439453125","0","243.677818278135","0","0","0","154570.989070736","146616.474258923","142230.190715799","138178.403578598","140598.029529931"
"M804.5934T781.5","804.593387143369","781.493286132812","0","0","0","0","0","18193.8301433351","23544.3996600792","18337.7646549511","18941.7802942145","21453.8357416137"
"M804.6279T731.8","804.627912037547","731.75098828125","318.450914928357","0","0","142.217364631216","0","264083.028651","250129.932366997","239379.463355872","234807.82842714","240053.120476975"
"M805.1943T647.4","805.19428781069","647.43100000002","17042.345150536","18045.6401110099","19015.1022660818","15404.6660766016","16099.7255532558","20021.5199932124","38059.2078367049","81110.5548414366","93842.0814483088","54445.3844272048"
"M805.4877T455.7","805.487687502227","455.735107421875","0","0","0","0","0","121221.794608862","117096.207914214","184815.397488029","178838.369238534","109530.495958778"
"M805.487T664.4","805.48698585642","664.415100097656","0","143.289875281043","139.401975277373","0","173.833796600537","22979.8425992994","22363.0612803736","23749.1259245727","21952.4164305871","21870.6931015165"
"M805.507T656.5","805.507032793972","656.529968261719","165.743178082807","0","0","0","219.080381661831","20336.3212881381","21611.7116117545","22380.8878079619","22488.3351154681","23001.6064579103"
"M805.5241T677.2","805.524068611766","677.155578613281","0","144.444895124163","194.06902750651","132.976245771135","354.740941351996","48426.0179670662","51032.8906605442","47149.0437501323","47414.1695171355","47930.6198832331"
"M805.5682T696.6","805.568243001399","696.567260742188","300.161295514416","168.21847265062","727.185463723071","181.802077255936","1266.1837038384","235312.414867669","240248.936565396","234266.383717179","241721.482501963","235288.406421126"
"M805.6299T732.4","805.629870559457","732.357","290.086837933244","0","0","152.369420128176","0","88015.1345980224","84106.7181969926","73906.2159007092","72515.1020994261","80765.7336008787"
"M806.1747T603.8","806.174677748613","603.75100000002","160.197453409041","998.443762663738","1986.28298335326","1098.02394894957","522.872574948777","3738.21115515234","6638.64750213451","9120.69089091279","10294.6388435374","9683.65487150855"
"M806.194T647.4","806.194048721608","647.431274414062","9553.87689921589","6472.91475046601","7709.96154543582","9601.88286386715","10651.980425729","8721.73891400753","20882.800132377","38979.208525067","45515.3760813258","28037.1292372307"
"M806.4887T455.7","806.488658174932","455.735107421875","0","0","0","0","0","42546.061383021","40453.8507563571","64956.9075533476","64848.6418096459","36516.0577780416"
"M806.5103T655.9","806.510348180249","655.923156738281","0","0","0","347.087292924508","151.574813233523","9173.00844112996","7326.55535052166","8895.84836074889","9136.10473074516","9903.85738728942"
"M806.5712T696.6","806.571235905172","696.567260742188","0","138.421645503048","138.201453387028","275.358366181763","329.061720426638","38837.3911216954","36716.8342720824","34965.2938309264","38794.5923780866","40440.2183141723"
"M806.5816T712.9","806.581578928805","712.946228027344","1449.80817388717","321.725064158035","1173.20603490779","1317.17082746728","0","845699.56306143","854585.173339897","833973.738364189","845387.515486854","830334.945647898"
"M806.5964T781.5","806.596416674997","781.49299999998","309.997984317861","0","0","474.123359757764","296.296033942849","334274.519706403","317110.849258151","300154.889279927","294412.713752813","303628.972233818"
"M806.9485T505.6","806.948484996519","505.640045166016","46915.5464231798","42065.0641474048","41195.3674714999","54685.546977684","41541.790566194","51907.3384826571","52671.3039416551","54020.0355870133","46100.0639635234","44359.4041500291"
"M807.1935T648","807.193505043758","648.036804199219","5642.74680530339","3729.02804930449","5335.73543366976","4393.41475223613","2942.19483694527","5467.16125139931","10783.9922748196","19561.8294790096","23358.1293660696","12890.1584616352"
"M807.4905T455.7","807.490489722589","455.735107421875","172.156361116469","0","0","130.124849709915","163.745459796861","11018.9998268366","10642.1066637759","17349.3282987488","17275.8912928788","11534.0645519989"
"M807.502T689.3","807.501969341449","689.288208007812","163.920148989984","129.100853152319","178.59445583651","184.780917870897","0","123096.318610334","122957.981329469","113404.932472572","120994.161964676","113833.321585357"
"M807.5243T677.8","807.52434061779","677.761962890625","0","0","0","0","0","20401.062477135","20849.7091906084","22408.7364707188","21981.4693765688","19721.5478858353"
"M807.5837T712.9","807.583733899278","712.946228027344","353.638648764463","0","405.229036588455","140.092312574387","327.681932440959","169447.3725164","169627.004114929","162487.217401673","165326.006765442","165860.683229564"
"M807.5993T781.5","807.599281487699","781.493499755859","0","0","0","0","580.096452356956","198109.884278236","195975.149554875","181349.593495105","178571.325370715","188376.615400162"
"M807.6109T744.5","807.610871090702","744.489990234375","0","0","0","0","149.608304547984","10076.2442711129","15129.387876362","13529.0676045907","17307.2894615207","15263.4378520365"
"M808.507T689.3","808.506974255224","689.287170410156","193.733076965064","0","0","0","230.713252546435","50404.2882302766","51365.5715318242","47476.7953225625","53383.7841248651","48588.7221776006"
"M808.568T478.8","808.56799180455","478.787811279297","0","0","0","0","0","4837.61355534148","5060.11067510881","4826.1381275252","5677.4377716446","4954.2512040128"
"M808.5856T713.6","808.585594326134","713.55199999998","0","0","0","0","133.580041602192","25513.3742043797","25283.4027498371","27851.4463968087","27913.9521740418","25615.4022074701"
"M809.1983T552.2","809.198253784323","552.187927246094","0","149.545542816672","134.845434569106","0","0","19695.0848199279","16010.8393339051","18722.9679078731","17528.3468082429","17713.2180124432"
"M810.5283T669.3","810.528298071523","669.26899999998","0","0","139.846424257942","136.793197308367","0","37009.6039859808","34430.3600678381","29326.2038794835","35162.5712584263","32222.3437847888"
"M810.5319T726.3","810.53185178664","726.289978027344","0","0","0","0","164.195364505869","23866.8988693414","22992.7028059902","18869.7155828599","22540.6148245528","20965.5775844475"
"M810.5644T709.3","810.564401780536","709.306274414062","477.236169972502","346.43434693556","344.961266220791","307.447155836846","399.239354867416","469512.947314352","462199.790788459","459014.267013777","450558.061906418","462228.089880593"
"M810.6269T799.1","810.626872492769","799.08499999998","5860.05659725345","6250.43117551501","6383.70290271321","4971.19764520504","2149.22037116762","18685.9241361882","13078.0400778031","13587.6660986204","15853.1573457978","14454.1576591371"
"M811.5676T709.3","811.567620914637","709.306274414062","292.960515419989","0","0","437.405568460376","796.679537246982","234208.581710727","238807.204342657","229191.981510529","233054.638531126","231446.398287346"
"M811.6774T594.7","811.677358997079","594.651611328125","192.733260302804","461.471157873049","0","142.207922449568","0","4767.6874849247","5164.48584460968","6328.45716714512","5828.03249672866","4562.13605489089"
"M812.5098T471.5","812.509760057169","471.507873535156","0","0","0","214.774275420784","0","39590.2374283574","36990.6766955647","17748.8597243958","17688.6995361076","39420.9331722449"
"M812.5435T684.4","812.543542350008","684.434753417969","0","0","390.492648885323","332.866988294933","150.202905777962","141799.068683699","142707.113489641","133468.813999822","137146.665440896","138366.416904288"
"M812.5792T713.6","812.579228663563","713.552580810537","1350.283176177","436.537101351232","549.545010269796","627.175547970331","836.392867597534","602596.580356035","601616.100077235","579515.126281977","586612.733158057","577370.963639669"
"M813.5127T471.5","813.512735925574","471.507659912109","0","0","0","135.414780554863","0","17753.7517394063","17753.6490205709","7189.48506047269","8893.79084914313","17359.4800537671"
"M813.537T656.5","813.536973924688","656.530456542969","0","0","0","421.980074766651","150.112399365784","905014.176566326","901672.673679999","903189.75568796","893167.930359732","907880.632871736"
"M813.5462T684.4","813.546203750612","684.43399999998","298.876191375715","0","0","0","0","76271.2853646977","85333.8497877088","72959.851426669","72419.0584887788","96738.2790423617"
"M813.5828T713.6","813.582797976585","713.55322265625","170.25287132495","0","0","0","366.391610371967","272052.677938185","276671.381380664","263779.595093615","270691.857402903","272144.631973879"
"M814.5001T713.6","814.500057013548","713.55199999998","164.880878666261","0","0","439.941029936804","0","8182.3975501093","7125.28876043244","6143.56483406048","4575.89082203513","7176.42425724938"
"M814.5184T682","814.518395413514","682.008","0","175.962305690635","0","0","309.009155573069","70120.2115023067","84770.4774651918","69651.832083483","67688.8676953115","70849.5698385948"
"M814.5399T656.5","814.539923662293","656.530456542969","0","197.189654859444","0","160.915425719032","151.468568951973","422608.848400477","425998.050131123","410442.963588707","408838.841670231","420184.282906275"
"M814.5585T690.5","814.558500663392","690.501159667969","228.976251134276","0","151.459199695715","0","0","128970.504392969","130391.689996586","125154.042951195","131758.630822841","130195.926324147"
"M814.595T733.6","814.594990959825","733.57099999998","0","0","209.663603745139","136.954603727653","0","121336.428682853","123967.309421","114501.993282706","122558.490693124","122418.684345999"
"M815.5525T677.2","815.552496129859","677.154968261719","877.989713890335","162.762114072219","455.913706942424","1194.48845615883","257.635145196393","1109173.10394201","976891.978555041","974891.589561192","979295.876498986","956992.86087389"
"M815.5603T691.1","815.560309024802","691.10693359375","0","0","447.031696387911","0","145.089665714318","81609.0151272607","75431.5707877621","70431.8915555135","76409.3304799495","63886.9555394972"
"M815.5973T717.8","815.597321502612","717.798","143.727105769018","136.341994977556","0","0","0","61514.8254721398","76396.5674483208","73811.0701516406","62058.8715245845","65267.9655757241"
"M815.6184T726.9","815.618441914231","726.89697265625","0","145.604370831046","143.859016906936","197.173284662887","0","33329.7402686265","27971.3360996157","29569.543374023","30752.9077174806","33171.3655482956"
"M816.1855T442.4","816.185453977235","442.388580322266","0","0","318.682794933334","465.968206060881","252.542575953447","9153.33458533817","10141.6065269752","8855.07993479002","9045.70997934117","5727.08945816254"
"M816.5553T677.2","816.555266119383","677.15500000002","540.318286077378","0","361.593582841349","543.681265738844","406.698097828051","413844.831644853","409232.70570429","412431.503457698","414930.27334175","411465.698915623"
"M816.5744T708.1","816.574434279195","708.09326171875","238.760085019738","0","0","250.665172547748","0","319841.593440769","323403.598619079","313246.697225097","310616.949600101","309347.933117431"
"M816.6105T735.4","816.610518489881","735.39111328125","0","0","0","0","253.462313312339","149234.705082299","145093.969579654","146584.956507903","139278.067850023","141993.143543064"
"M817.481T656.5","817.480965161443","656.529968261719","303.226789630814","0","188.851173640949","0","0","49812.0260799099","46062.0840721389","47386.9000242004","47688.5049433389","48998.4405685979"
"M817.5389T683.8","817.538857533066","683.828002929688","171.06047150471","0","0","137.644019901876","0","45521.0059016604","36431.8151884481","50961.2488247058","43650.7630242182","41836.1735221348"
"M817.5569T676.5","817.556916099035","676.549011230469","0","0","0","0","192.995419570804","112375.861611122","118571.734963923","109441.802159808","112618.499826269","117280.928794422"
"M817.5729T373.8","817.572851471319","373.835418701172","112333.663513117","114807.872538366","114482.055191709","114200.273718761","111373.53351238","104076.822593386","101165.129101409","97295.3672978484","97796.0666928559","104752.662910886"
"M817.5778T708.1","817.577780457979","708.09326171875","145.62996381633","149.597393671672","130.199919914012","0","0","164175.229045543","155974.447852304","157453.000475372","159246.716997658","158038.586355322"
"M817.616T735.4","817.616043838815","735.390625","197.693402736965","0","0","145.644449768898","0","54336.8241263747","49433.0240825455","51404.3094985414","49746.662902048","50092.4405087052"
"M817.6221T478.2","817.62209577733","478.180969238281","164.267947403714","180.860599806448","0","0","183.590106585232","9057.60298694945","7869.19461094181","8324.08029580117","8441.61834575033","7719.16149305417"
"M817.6419T744.5","817.641856378452","744.489990234375","324.585884048537","157.947899985349","0","611.129035067527","487.260672651777","206161.206121688","203154.562169023","203419.083501854","197661.443149367","212897.813655449"
"M818.0643T619.5","818.064333806906","619.524169921875","4660.28187291527","5052.47813008278","4999.07040353614","3170.28207297413","4599.85044956506","3041.48330978115","4589.03196340293","7927.26439301372","7990.22130382494","4493.22455254203"
"M818.4827T656.5","818.482722664031","656.530456542969","0","0","0","204.486121146838","0","32981.5337297759","28336.0339435784","30510.3724106534","31633.6847420353","28094.1156324781"
"M818.5312T737.8","818.531219313182","737.817","405.210844560558","0","164.163633684467","457.161432091018","355.891161892916","76681.1975377934","82881.7206596847","83148.3107959876","79323.1362936214","81015.232289367"
"M818.5477T705.1","818.547697583534","705.059936523438","640.199164397482","0","361.193803338999","792.935326759437","171.717094750809","154948.578839649","157134.140868165","136620.384471939","169413.925056634","152966.718896483"
"M818.5534T665","818.553417107584","665.022705078125","139.912227255603","238.871821361835","0","0","337.623407298078","225477.979020961","224677.429051628","209647.73327008","217494.094364268","221266.237830504"
"M818.5761T373.8","818.57609165886","373.83740234375","58856.6175069341","59097.7800851895","56324.2056199268","61060.7336693723","58251.4347298806","53903.4592442602","52713.2148282641","50409.2614150737","51077.8280414594","52725.8735879087"
"M818.5896T725.1","818.589595470832","725.079162597656","0","0","0","131.514432830736","0","114145.453519167","108776.815698517","115579.467424316","111712.729249098","114037.339581537"
"M818.6322T752.4","818.632227925739","752.376","0","184.975973652055","174.75612075363","279.823292358158","0","39188.2764509585","42402.1143785667","38587.6661347732","41032.3506882173","33137.9933214872"
"M818.6446T744.5","818.644581779132","744.489990234375","0","261.37673178092","0","0","136.511309090604","102522.766452979","103392.495893631","100192.061723176","107630.567052448","102864.312648575"
"M819.4577T648","819.457708673094","648.03700000002","280.957422172651","222.955469477922","0","0","173.274947032332","10409.0115070559","10429.6417993104","8546.49850343783","7573.2735306595","7784.96583536781"
"M819.4854T656.5","819.485379482328","656.53000000002","0","0","337.122804581606","0","0","13272.1701583007","12789.1443274608","12308.0469869009","11859.1147125094","13989.2953734572"
