"","mz","rt","GD_022_matrix_RPN_RRHD_B1.mzML","GD_023_matrix_RPN_RRHD_B1.mzML","GD_025_matrix_RPN_RRHD_B1.mzML","GD_027_matrix_RPN_RRHD_B1.mzML","GD_029_matrix_RPN_RRHD_B1.mzML","GD_020_NIST_RPN_RRHD_B1.mzML","GD_021_NIST_RPN_RRHD_B1.mzML","GD_024_NIST_RPN_RRHD_B1.mzML","GD_026_NIST_RPN_RRHD_B1.mzML","GD_028_NIST_RPN_RRHD_B1.mzML"
"group","mz","rt","matrix","matrix","matrix","matrix","matrix","nist","nist","nist","nist","nist"
"M291.8942T88.1","291.894230270871","88.1190032958984","0","687.847167201215","232.873432129127","155.747855656835","232.015840918191","205916.184089209","220788.211247357","207980.971776343","208442.994513504","217964.461890576"
"M291.8943T75.2","291.894306398425","75.1765289306641","220.218771536912","0","141.496855449248","276.265027411981","295.358285048317","209151.44950158","227707.22646932","213599.464691945","217020.863726752","222208.907422197"
"M292.1404T36.3","292.140428002673","36.3410530090332","138.658613245534","0","0","137.710231193913","0","193662.243776175","198499.63194265","211326.330091412","206699.534277912","199239.705196365"
"M292.2025T460","292.202537773284","459.982482910156","8852.8168540472","10160.883451239","11533.8016805116","12078.9852822517","11095.9846018706","14895.4520289002","12385.9954786926","9596.42111254111","14630.7739642716","12327.9493637233"
"M292.3079T550.4","292.307939810187","550.368041992188","2575.78780079338","2219.6571614027","1178.19992184639","2910.31937000646","2462.99731984138","16659.3225869242","13165.2302327114","12095.0410512083","13484.1158897","14806.6165354739"
"M292.8179T34.3","292.817887395399","34.3307456970215","0","192.323880525568","0","0","0","72937.9674197324","68153.5208054731","68172.8058303585","89454.0077752969","82515.9684200648"
"M293.1145T77.6","293.114541791738","77.5767288208008","0","0","0","0","0","12676.2511501613","13973.58771026","12460.4676586099","11724.1876615361","14544.8102687023"
"M293.1437T36.2","293.143703503436","36.2451705932617","0","0","0","0","131.67303986281","25808.1609000651","26678.644644397","29070.3785387178","28979.0836895752","26034.8269748874"
"M293.1756T385.4","293.17561006875","385.36600000002","221756.636158395","217468.138574377","222934.576119214","203530.018495596","217812.049413728","288760.691702177","287179.966667749","269477.279394003","270083.441146794","292883.298820321"
"M293.1791T470.9","293.179086395652","470.901244628906","1058485.23094598","1062341.72245676","1046038.55801549","1043331.52385116","1011579.22648389","1396937.91651239","1429044.98782402","691161.400141206","691378.960992189","1487526.76149834"
"M293.21T578.9","293.21003327713","578.878112792969","0","0","0","0","0","43457.090999573","40912.1126817573","35112.8781412934","39426.6111601179","38929.1531378402"
"M293.2106T494.6","293.210557702797","494.559051513672","0","0","1085.00394895838","0","0","47762.6843852296","38955.67287591","48082.4083048726","39727.0480021402","44966.7542240594"
"M293.8914T88.1","293.891415221927","88.1190032958984","0","412.549774259096","179.866982343998","0","136.998870781506","66380.5094099884","70786.3773537032","64060.501393877","65889.2366941197","70387.1806917915"
"M294.1345T363.5","294.134538600742","363.526942993154","50226.8524812955","38266.9200156824","43840.7850522519","59368.4052168235","40663.0002204291","157606.136836315","146227.643571002","130656.674016043","123221.446551816","150697.104225631"
"M294.1791T385.4","294.179067627314","385.366074951182","42278.4646948243","38945.4841530395","42033.9549459387","39943.4409041547","47028.1895228875","53207.2776036759","47878.2464889462","50897.7762193566","52996.7961166442","54323.5303302396"
"M294.182T470.9","294.181983187247","470.900802124023","173483.403625993","176178.692932657","163053.630603589","165759.214926328","162460.394352577","233169.896378021","222163.178804996","115283.639378371","105217.278217273","229483.087382812"
"M294.6145T227.3","294.614458135993","227.294372558594","0","0","0","0","0","8695.70874243165","9274.33576499502","9673.92653489688","8445.9166189968","7684.61781326865"
"M294.6201T339.9","294.620064698738","339.869445800781","144.333772046181","0","0","0","0","111865.571164051","111147.080898779","107419.928850703","109267.221323953","109725.601406615"
"M294.8149T34.3","294.814876193278","34.3307456970215","0","0","0","0","0","70298.3599429655","92282.158831177","66937.2789767072","66441.5075309507","84043.6618707751"
"M294.843T350.8","294.842962866801","350.787261962891","0","0","0","0","0","8099.95180167857","8697.28264631714","9753.15868177872","8268.6339087891","11143.6691270805"
"M295.028T226.1","295.028046124465","226.116256713867","0","142.440656550293","170.486209899902","185.803390440674","0","134655.467615238","141335.063067798","133226.271658603","137837.541338621","134936.93167714"
"M295.1128T296.8","295.112768385925","296.798980712891","556.226013252937","0","448.42626290369","153.719159361419","177.766399336551","26665.500895752","28611.181864259","24446.6685962389","26405.2088659044","26423.0714187808"
"M295.1218T339.9","295.121794885637","339.870422363281","670.123946340608","291.966293205097","677.948917548078","752.920044489483","469.776666823401","45309.0480027454","42778.5787767729","40805.1932637635","38193.0645298777","39521.4632457999"
"M295.13T470.3","295.129958740206","470.294915161133","43761.6270466374","34879.6335498726","40960.8454394917","40282.9973086205","38946.8585823366","42159.745622838","41332.3718861498","45166.1750706434","41790.1874756637","27218.7445273682"
"M295.155T385.4","295.155008373632","385.365737915039","35897.2030471513","37411.1964820955","35620.0856628662","38860.5557571499","37450.5884854744","41151.3641602019","35767.8753262206","45847.5283652345","39636.3581841686","41159.7669641486"
"M295.1782T470.9","295.178173454563","470.901244628906","47451.1462109","55772.451449116","51412.9365556321","51422.3753873294","50088.2964459148","70721.1958879028","65467.9999819568","31851.5799095273","31256.8355559322","68628.8259618467"
"M295.188T547.3","295.188012025922","547.335","915.099452128089","1798.79724523925","2469.94746052042","1019.63281355794","0","24316.4171325265","24613.2636293294","21134.0755115423","22562.8709595597","24630.2340465453"
"M295.1909T411.5","295.190868423892","411.450256347656","1586.4568084788","903.439272624018","811.44830130641","741.67749724924","1795.88217070268","79662.9633833498","131103.233681355","119296.07767168","106118.76041547","119765.63798207"
"M295.2276T605","295.227580288689","604.964233398438","4732.1943754","2601.11456338993","2910.34334261587","3390.66272893324","1898.69912728251","103927.058648466","103656.900662435","155481.295603236","152746.722392088","96214.3882985961"
"M295.2274T509.7","295.227428243316","509.725036621094","2372.76643327549","6329.25201569265","4169.43257360237","3831.79985419877","4233.76890752433","92332.983174967","91414.4874341914","86392.9390368701","85262.0760184797","84147.8797137005"
"M295.2641T625.6","295.264138792405","625.590942382812","793.928037618003","2379.66898040772","1881.13305234274","2245.40346280416","2056.08786259969","19723.2016278313","22042.3088712065","14881.4893204982","15101.516370496","21735.1491711753"
"M295.8381T345.9","295.83809783352","345.935821533203","210.633445130254","0","592.330083555487","0","0","8005.07476131593","6337.13298643709","7550.38488745531","7777.74562263114","7042.94103658444"
"M295.984T33.1","295.984029592523","33.0512771606445","223.313594350727","239.654345273972","0","0","0","16226.4987715129","14140.909049469","13547.8463481079","14780.6729118873","12026.1732699089"
"M296.0317T225.5","296.031701826951","225.546890258789","0","0","0","182.170309487316","321.879631105464","19910.6364744584","19802.9265487449","18139.4339389997","20412.0175358199","18094.7171135423"
"M296.1805T471.5","296.180471781644","471.49348449707","8337.16740607247","7692.87656057738","5856.53322789462","3316.74336626555","5816.54122954105","12028.6614265964","10804.0820677642","4058.52905214605","1960.33712209202","8779.64881731809"
"M296.2312T605","296.231216281804","604.964965820312","154.179310932955","0","0","524.852822470279","658.700641267301","21383.8490354705","22949.0833750937","20205.508840174","21467.4644299778","19378.9103050964"
"M296.9991T325.9","296.999077616807","325.917266845703","1235.04479931914","1518.09508479578","1116.10284709528","704.379412078427","1032.21687053809","16451.8991505203","12110.8173531712","15274.8884724165","15767.9397679106","17571.771366456"
"M297.0378T239.9","297.037763254521","239.869842529297","0","0","0","0","160.250200376225","176446.607265769","187058.525998014","189829.276021944","188312.772603015","212955.086180484"
"M297.1193T63.8","297.119270578476","63.7992324829102","0","0","0","0","0","42884.5515831586","120981.42165976","112928.04588281","113719.917729787","126286.929345967"
"M297.1473T296.2","297.147333264359","296.192108154297","4666.8260958028","5933.79890929461","7257.68045194819","4717.88356090449","7805.46119515933","23159.4539662449","21928.0645194214","9687.29738285998","9543.50331239399","21815.8207438262"
"M297.1534T431.5","297.153364286448","431.468521118164","4006212.43971891","4004596.51590235","3955562.79869532","3972639.21361759","3935951.68266434","3531672.80026547","3452249.1071657","8487200.39312876","8566694.92672401","3391718.89546713"
"M297.2432T537","297.243183970867","537.02294921875","6994.33468856375","4873.86409468296","4301.16617371477","4785.84135814557","4501.12222199959","275443.262298087","263295.868817164","267918.459937442","262420.61405627","277363.8409885"
"M297.2431T464.2","297.243119382055","464.228363037109","3254.41953635695","3018.17547590153","4761.51100123807","3222.15534882194","4936.54053328266","303487.194067256","303570.751417433","309447.248301672","297322.451351377","305456.742586796"
"M297.2433T554.6","297.243310228676","554.61376953125","7379.04934204102","5562.67045919609","6727.24270226097","7029.71668854618","6629.75193097973","128566.439773343","125074.205584889","122952.79211924","125927.603939127","126067.953862069"
"M298.0409T239.9","298.040856542128","239.871459960938","0","168.842213820666","0","0","0","29652.1415183123","29169.0404445741","30778.3306395596","34079.1997714554","31489.3194156605"
"M298.1561T431.5","298.15612757536","431.468521118164","695340.482956573","710094.959331593","688549.083875246","689990.848251467","687493.852630524","642239.690755801","621184.74188714","1418262.87629539","1426895.91252291","603289.201280573"
"M298.2466T537","298.24659244441","537.02294921875","1241.61687086629","998.759434929916","1431.83389787802","636.72939756832","1682.9526548673","55119.6832854543","53561.157574446","52906.9352474579","46153.0953638368","48881.1988224115"
"M298.2464T464.2","298.246445248593","464.227874755859","1589.76641793932","1381.90002091963","666.823200158918","1035.47027543056","480.727689941736","56772.5710103698","62769.7528913491","59710.8105707109","55099.7949342268","57826.9012871937"
"M299.0145T239.9","299.014506042546","239.871459960938","0","1173.75668210583","0","1022.33140980266","676.189867768437","402514.72826816","396359.86154293","403596.286267433","387354.478700721","389293.193674484"
"M299.0376T307.1","299.037634404545","307.11199999998","0","426.813963502986","0","0","373.815573788569","8698.77499472217","9074.11644162596","7475.78393489364","9065.3558032837","8628.80973144537"
"M299.1527T431.5","299.152698553887","431.468521118164","198670.215695701","203818.189865186","200222.225956982","191497.930312231","203455.246271724","179590.669787991","178800.546310849","413990.633719861","419064.299328876","177899.947120058"
"M299.2588T509.1","299.258781066011","509.118133544922","55765.9761310609","38670.5374721476","42474.1603508431","40777.7893297767","44042.8680690824","204356.775480443","208173.457135992","207361.161455322","208072.249266009","200085.912989089"
"M299.2585T484.2","299.25852158491","484.246948242188","4481.99476820803","8128.13191008518","5741.97833160976","7942.14898409725","6470.39001193724","112278.66988318","112127.413856478","109657.46171283","107136.056269903","115796.096109528"
"M299.259T584.3","299.258976381043","584.33899999998","47410.3566145395","47832.8761596223","48075.2261730145","38899.3487315088","50287.7335299544","372705.511995868","361726.294261538","186434.135067147","325695.987030883","189604.29326555"
"M299.2589T500","299.258884924856","500.01904296875","57227.8031450685","51829.6418448105","50545.3240139283","59509.1237935603","55448.8203344724","167914.4076303","169471.189139423","167124.764819364","170199.440848459","168698.713281182"
"M299.2588T566.7","299.258818782792","566.747009277344","19157.5307736476","21380.6212885351","18983.7113873561","12405.6824722519","18372.4563813074","139960.504579494","138562.923257667","120394.30203059","115669.589038656","134482.727395359"
"M299.926T75.1","299.926036565588","75.0830917358398","0","0","184.240313456976","154.837385200139","0","91886.6229691734","78669.3355840257","79607.1126799882","72012.145020451","72635.2246975842"
"M299.934T235.7","299.934018460363","235.679748535156","9464.2194862572","10510.1500654145","9732.2206471125","8940.94402603687","11640.626345355","13384.1446251951","12633.9869169251","12100.6225688011","11388.5510481785","17430.2517937033"
